institution_name,category,status,revocation_date,receiver,legal_basis,source_document
OBUOBA MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
OYE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PANAM MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PIMCEL MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PINNACLE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PLATINUM CAPITAL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PREMIER MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PRICE CAPITAL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PROFIT POINT MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PRO-LINK MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PRUDENCE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
PURPLE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
QODESH MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
QUICK ONE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
REELL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
RESTORE MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
RHOKIDA MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
ROYAL FUTURE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SAG AVE MARIA MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SAY-ADSAM MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SEEDSHARE CAPITAL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SHALOM MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SHINE CREDIT MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SICA MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SILBAN CAPITAL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SIM MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SKYCREDIT MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SKYY CREDITLINE MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SOLUTION PIONEERS MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SS MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SS STACOTS MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
ST. MARY'S MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
STALWART MICROFINANCE SERVICES LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
STAR PLUS MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
STAR WEALTH MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
STRATEGIES MICROFINANCE SERVICES LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
SWEET JESUS MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
TBS CAPITAL MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
THE INFORMAL PROJECT MICROFINANCE COMPANY,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
TIPPING POINT MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
TRANS MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
TURNING POINT MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
UNICORN HAPPY INVESTMENT MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
V-SEED MICROFINANCE SERVICES LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
WAXSON MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
WESTERN ALLIED MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
WETLAND MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
WIMAC TRUST MICROFINANCE LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
WISELINK MICROFINANCE COMPANY LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
XEROX MICROFINANCE SERVICES LIMITED,Microfinance,Insolvent and ceased operations,2019-05-31,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 31 May 2019 (microfinance)"
Allied Wealth Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Bennet Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Bremco Money Lending Company Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Calmad Money Lending Company Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Catamount Finance Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Citizens Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Divine Announcement Money Lending,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Fountain Money Lending Services Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
GDFS Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
GFI Capital Management Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Great Africa Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Hatmag Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Haubins Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Index Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
KAF Investment Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
KBN Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
KYC Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
McOttley Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
N & J Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Obrapa Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
One2One Money Lending Services Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Orbit Money Lending Co. Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Pitsea Ways Money Lenders Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
P-Mag Investment Money Lending Services Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Sat Finance Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Shammah Capital Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
SNJ Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Uni-focus Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Zeta Money Lending Limited,Microcredit / money lending,Insolvent,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Boafo Yena Money Lending Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
CFI Money Lending Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
CIF Money Lending,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
First Assurance Money Lending Services Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Global Point Investment and Money Lending Services Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Intelligent Money Lending Company Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Kan Money Lending Company Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
PD PAG Money Lending Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
R.P.I.C. Money Lending Services Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
TCP Money Lending Limited,Microcredit / money lending,Insolvent and ceased operations,2019-05-31,Not applicable (wound up via Registrar),Act 774 s.7,"BoG Notice, 31 May 2019 (microcredit)"
Accent Financial Services Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Adom Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
AllTime Finance Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Alpha Capital Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
ASN Financial Services Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
CDH Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Commerz Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Crest Finance House Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Dream Finance Company Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Express Savings and Loans Company Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
First African Savings & Loans Company Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
First Allied Savings and Loans Co. Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
First Ghana Savings and Loans Co. Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
FirstTrust Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Global Access Savings and Loans Company Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
GN Savings and Loans Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Ideal Finance Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
IFS Financial Services Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Legacy Capital Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Midland Savings and Loans Company Ltd,Finance House,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Sterling Financial Services Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Unicredit Savings and Loans Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
Women's World Banking Savings and Loans Co. Ltd,Savings and Loans Company,Insolvent,2019-08-16,Eric Nipah (PwC),Act 930 s.123(1),"BoG Notice, 16 Aug 2019 (savings & loans / finance houses)"
UT Bank Ltd.,Universal bank,Licence revoked,2017-08-14,Purchase & assumption by GCB Bank,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Capital Bank Ltd.,Universal bank,Licence revoked,2017-08-14,Purchase & assumption by GCB Bank,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
uniBank Ghana Ltd.,Universal bank,Licence revoked,2018-08-01,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
The Royal Bank Ltd.,Universal bank,Licence revoked,2018-08-01,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Beige Bank Ltd.,Universal bank,Licence revoked,2018-08-01,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Sovereign Bank Ltd.,Universal bank,Licence revoked,2018-08-01,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Construction Bank Ltd.,Universal bank,Licence revoked,2018-08-01,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Premium Bank Ltd.,Universal bank,Licence revoked,2019-01-04,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
Heritage Bank Ltd.,Universal bank,Licence revoked,2019-01-04,Consolidated into Consolidated Bank Ghana,Act 930,BoG press releases 2017-2019 - VERIFY against primary source
